Thread,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
thread_280.txt,0.014286164619274063,0.014288884328479121,0.014285716354221703,0.72231863813876607,0.014285716933689161,0.014289138922671229,0.014285716340546354,0.014285987603337257,0.16338821744927542,0.014285819309739645
thread_281.txt,0.020000004657957277,0.44543179554221846,0.020000008094762795,0.020000195339734253,0.020000007254083567,0.020001519242504161,0.020000008002999517,0.020000197335780349,0.39456593490156078,0.02000032962839875
thread_282.txt,0,0.62777860800189333,0,0.29899761894359006,0,0,0,0,0.058639738767495182,0
thread_283.txt,0,0.36619878791977861,0,0,0,0.56662125125814333,0,0.062858631296126746,0,0
thread_284.txt,0,0.41683076577949424,0,0.43043042012212868,0,0,0,0,0.13845210031590224,0
thread_285.txt,0.087374167393000107,0,0,0.50718139879846336,0,0.3813036831356012,0,0,0,0
thread_286.txt,0,0.70544080855193314,0,0,0,0.2069411586764619,0,0.055793522901304238,0,0
thread_287.txt,0.025000615153286682,0.47716320160595999,0.025000003239618956,0.025004941144855568,0.025000002917600513,0.02500518096277261,0.025000003219335185,0.025000447472718536,0.32282542761313388,0.025000176670718181
thread_288.txt,0.012508702530221134,0.30487972643719874,0.012500003036673778,0.012502039432997129,0.01250000272614109,0.012504502222863282,0.012500003007944337,0.59509329610982697,0.012511486471604253,0.012500238024529379
thread_289.txt,0,0,0,0.65978865529141051,0,0.21490729291541072,0,0.10116377937877362,0,0
thread_29.txt,0,0.87825333473279643,0,0,0,0,0,0.07173971250956758,0,0
thread_290.txt,0,0.3467422420133392,0,0.47131428960729116,0,0.14509911850668197,0,0,0,0
thread_291.txt,0,0.15411023137084612,0,0.67216040844962244,0,0.13872780307192439,0,0,0,0
thread_292.txt,0,0.41405477231145782,0,0.50545864892898551,0,0.051315740360295028,0,0,0,0
thread_293.txt,0,0.47693093562254762,0,0.48827981119892072,0,0,0,0,0,0
thread_294.txt,0,0.49708799477932353,0,0.35596043637184482,0,0.12102376951366134,0,0,0,0
thread_295.txt,0,0.43531635666839025,0,0.46314471857890022,0,0.071101908029404234,0,0,0,0
thread_296.txt,0,0.43528017980761646,0,0.46314316070413319,0,0.071139642866466526,0,0,0,0
thread_297.txt,0,0.46962439839261549,0,0.31266231129251965,0,0,0,0,0.19078859636713386,0
thread_298.txt,0,0.63740181695270826,0,0.32623059836019741,0,0,0,0,0,0
thread_299.txt,0,0.88721957788336447,0,0.082008978715123193,0,0,0,0,0,0
