Document,Topic_id,Weight
CVE-2009-4086,19,0.048324019680120317
CVE-2009-2820,9,0.31484220397677937
CVE-2009-2820,13,0.15959348722936961
CVE-2009-2820,19,0.50624612666229563
CVE-2009-1777,3,0.61689133891943815
CVE-2009-1777,13,0.23759264586626222
CVE-2009-1777,15,0.10855949286013504
CVE-2009-1591,13,0.96607142812967339
CVE-2009-1357,3,0.91152179469564387
CVE-2009-1357,19,0.050978204795253668
CVE-2009-1149,9,0.91029428433168469
CVE-2009-1149,19,0.052205714920677687
CVE-2009-0868,3,0.90116428284921035
CVE-2009-0868,19,0.057926625444957101
CVE-2008-7257,5,0.68108907330864465
CVE-2008-7257,15,0.11847047272804913
CVE-2008-7257,19,0.17746748063466838
CVE-2008-6121,3,0.56947556169440028
CVE-2008-6121,13,0.32194222505553388
CVE-2008-6121,18,0.068106022157017804
CVE-2008-5742,15,0.91962488981314316
CVE-2008-5742,19,0.047041776422360161
CVE-2008-5189,6,0.90325277718100427
CVE-2008-5189,19,0.057616787311365887
CVE-2008-4283,11,0.62431384104672505
CVE-2008-4283,13,0.34465167566967431
CVE-2008-3906,3,0.52476370627720292
CVE-2008-3906,13,0.43610585833852439
CVE-2008-2497,3,0.89570828569797212
CVE-2008-2497,19,0.061434570646881993
CVE-2008-0786,3,0.86708364401563909
CVE-2008-0786,19,0.092007264457911006
CVE-2008-0456,13,0.33634093898643369
CVE-2008-0456,16,0.64409384326147934
CVE-2008-0202,6,0.71473120670014023
CVE-2008-0202,13,0.24613835790854061
CVE-2007-5615,3,0.71348305849532601
CVE-2007-5615,13,0.24365979797244827
CVE-2007-5595,12,0.89379047861057559
CVE-2007-5595,19,0.068709520781267505
CVE-2007-4190,7,0.73364954300888607
CVE-2007-4190,13,0.24202613227924044
CVE-2007-4164,7,0.038442434124867988
CVE-2007-4164,15,0.90284003306478122
CVE-2007-4164,19,0.035744559539840806
CVE-2007-2618,13,0.97121212051724759
CVE-2007-2550,15,0.9151274363803189
CVE-2007-2550,19,0.050257178514401216
CVE-2007-2404,7,0.22573334452434765
CVE-2007-2404,12,0.63971601461701133
CVE-2007-2404,19,0.10879306467911969
CVE-2007-2291,3,0.78796891359745558
CVE-2007-2291,19,0.16466266469849322
CVE-2007-2047,6,0.23258460831168506
CVE-2007-2047,13,0.19262290641797419
CVE-2007-2047,17,0.54737313001793009
CVE-2007-2046,13,0.97790697644286295
CVE-2007-1608,11,0.076097124508393524
CVE-2007-1608,13,0.89286839224951475
CVE-2007-0892,11,0.90853396301449396
CVE-2007-0892,19,0.055466035967735375
CVE-2007-0047,18,0.92246022024804086
CVE-2007-0047,19,0.047539779248628455
CVE-2006-6965,7,0.12735560123788081
CVE-2006-6965,9,0.59380052197164568
CVE-2006-6965,13,0.2514245215164283
CVE-2006-6699,9,0.15178770142974957
CVE-2006-6699,15,0.4480266774928171
CVE-2006-6699,17,0.33164206310282646
CVE-2006-6699,19,0.042737106006261245
CVE-2006-6697,17,0.91721325663041375
CVE-2006-6697,19,0.04945340945765881
CVE-2006-6374,15,0.93747006189108417
CVE-2006-6374,19,0.036059349572108601
CVE-2006-5566,15,0.16615061710737833
CVE-2006-5566,18,0.76046308703092669
CVE-2006-5566,19,0.04407595065186791
CVE-2006-4505,11,0.90261927356838501
CVE-2006-4505,19,0.058250290679565886
CVE-2006-3105,0,0.40259740404096711
CVE-2006-3105,13,0.55990259534541231
CVE-2006-3016,0,0.91915683114365809
CVE-2006-3016,19,0.050843168651096879
CVE-2006-0207,9,0.83642408373853927
CVE-2006-0207,19,0.12896053123437706
CVE-2005-4830,11,0.73441482894818344
CVE-2005-4830,13,0.22958517047940219
CVE-2005-4579,0,0.09816300549508454
CVE-2005-4579,9,0.61078127105892877
CVE-2005-4579,19,0.25057953235717967
CVE-2005-4521,9,0.89065359653209542
CVE-2005-4521,19,0.071846402888756253
CVE-2005-3982,9,0.63097835927001178
CVE-2005-3982,15,0.27659175585151058
CVE-2005-3982,19,0.055473362555788955
CVE-2005-3791,12,0.88745231127203084
CVE-2005-3791,19,0.067547687932186587
CVE-2005-3633,11,0.88952007496427921
CVE-2005-3633,19,0.065479924429272821
CVE-2005-3621,18,0.86848902000546602
CVE-2005-3621,19,0.078569802686748791
CVE-2005-3348,13,0.96199999948077075
CVE-2005-2065,3,0.61775718708953742
CVE-2005-2065,13,0.33724281231834768
CVE-2005-2060,13,0.2040897588932031
CVE-2005-2060,15,0.75991024058020096
CVE-2005-1951,16,0.91861173991362932
CVE-2005-1951,19,0.051388259595628101
CVE-2005-1405,11,0.8226691245819453
CVE-2005-1405,19,0.12438969832583216
CVE-2005-1180,3,0.30397090076428079
CVE-2005-1180,13,0.56377562005282189
CVE-2005-1180,16,0.093617115087675437
CVE-2005-0843,11,0.60760692118330017
CVE-2005-0843,13,0.34239307802126429
CVE-2005-0175,15,0.81614883982439512
CVE-2005-0175,19,0.11462038979787545
CVE-2004-2512,3,0.65278329109312705
CVE-2004-2512,13,0.31260132382501804
CVE-2004-2208,0,0.10808407629153334
CVE-2004-2208,3,0.46241917640617664
CVE-2004-2208,13,0.37949674655040355
CVE-2004-2146,6,0.88253461084576601
CVE-2004-2146,19,0.070096967083258493
CVE-2004-2054,11,0.69315089410237429
CVE-2004-2054,15,0.22157752481951926
CVE-2004-2054,19,0.051271580656974507
CVE-2004-1687,11,0.90397410996663541
CVE-2004-1687,19,0.055116798639346258
CVE-2004-1656,11,0.89887683612845548
CVE-2004-1656,19,0.058266020501715386
CVE-2004-1620,11,0.92341037465532549
CVE-2004-1620,19,0.044446767703856138
CVE-2004-1584,11,0.89887474693372005
CVE-2004-1584,19,0.058268109696450028
CVE-2004-1564,11,0.89885121820946545
CVE-2004-1564,19,0.058291638400458146
CVE-2004-1516,11,0.90303530325154735
CVE-2004-1516,19,0.056055605351862284
CVE-2004-1507,8,0.08118644176994444
CVE-2004-1507,11,0.82741761928833635
CVE-2004-1507,19,0.055979271756604033
CVE-2004-1470,11,0.88844738341371232
CVE-2004-1470,19,0.064184194273322392
CVE-2003-1338,4,0.40234086895110593
CVE-2003-1338,13,0.56432579718626819
